title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Engagement in exchange sex,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Sexual risk behaviors,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Depression,Engagement in chemsex,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Engagement in exchange sex,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Sexual risk behaviors,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Engagement in chemsex,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Engagement in exchange sex,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Sexual risk behaviors,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Sexual compulsivity,Engagement in chemsex,Regression analysis using summation score,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
HIV risk among substance-using men who have sex with men and women (MSMW): findings from South Florida.,Friedman et al.,2014,USA,Cross-sectional,,Unstable housing,Engagement in exchange sex,Hierarchical negative binomial regression,"Among MSMW, syndemic conditions explained 31,1% of the variance in exchange sex but only 3.6% of the variance in chemsex. Exchange sex, in turn was associated with serodiscordant condomless anal sex while chemsex alone was not. Furthermore no direct association between syndemic conditions and serodiscodant condomless anal was found"
